,Asthma,Carcinogenic,Cardiovascular.toxicity,Cytotoxic,Deregulation.of.cellular.metabolism,Endocrine.deregulation.disruption,Environmental.hazard,Genotoxic,Hepatotoxic,Immunotoxic,Intestinal.toxicity,Lung.fibrosis,Nephrotoxic,Neurotoxic,Reproductive.toxicity,Skin.irritation,Skin.sensitizatioin,global,0,1
39,0.933,0.984,0.959,0.958,0.908,0.373,0.504,0.935,0.776,0.97,0.36,0.981,0.63,0.905,0.843,0.253,0.267,0.9501647131519394,40_NM-401,Carbon_nanotubes
40,0.933,0.983,0.963,0.969,0.945,0.362,0.51,0.973,0.764,0.976,0.372,0.99,0.631,0.911,0.848,0.239,0.249,0.9443282980818649,41_MWCNT,Carbon_nanotubes
41,0.945,0.986,0.953,0.969,0.942,0.359,0.53,0.977,0.782,0.97,0.34299999999999997,0.981,0.642,0.908,0.837,0.251,0.24,0.9508493101155316,42_LNT,Carbon_nanotubes
42,0.838,0.961,0.957,0.959,0.958,0.15300000000000002,0.511,0.938,0.767,0.936,0.355,0.822,0.638,0.908,0.838,0.06399999999999995,0.07599999999999996,0.8325657488347532,43_tCNT,Carbon_nanotubes
43,0.838,0.882,0.945,0.827,0.943,0.14400000000000002,0.514,0.836,0.778,0.727,0.362,0.753,0.621,0.894,0.836,0.07799999999999996,0.07799999999999996,0.8228730533096764,44_MWCNTs,Carbon_nanotubes
44,0.835,0.929,0.954,0.937,0.91,0.15700000000000003,0.513,0.896,0.76,0.625,0.35,0.738,0.644,0.902,0.824,0.07699999999999996,0.06399999999999995,0.8342123038925089,45_SIG_MW,Carbon_nanotubes
45,0.854,0.89,0.951,0.928,0.948,0.15000000000000002,0.505,0.832,0.774,0.735,0.373,0.742,0.65,0.914,0.85,0.07199999999999995,0.07099999999999995,0.8322964618961375,46_MWCNT,Carbon_nanotubes
46,0.627,0.927,0.907,0.818,0.774,0.365,0.258,0.909,0.498,0.655,0.14900000000000002,0.745,0.348,0.795,0.828,0.07599999999999996,0.07499999999999996,0.9291142163512943,47_CNT,Carbon_nanotubes
47,0.85,0.934,0.758,0.833,0.745,0.363,0.11699999999999999,0.943,0.519,0.902,0.17900000000000005,0.762,0.372,0.816,0.646,0.08599999999999997,0.10199999999999998,0.9082794386345345,48_SNT,Carbon_nanotubes
48,0.956,0.929,0.957,0.976,0.948,0.15000000000000002,0.504,0.9,0.754,0.896,0.363,0.913,0.637,0.9,0.821,0.07599999999999996,0.06699999999999995,0.8355748396855336,49_SIG_SW,Carbon_nanotubes
3,0.14900000000000002,0.248,0.344,0.977,0.964,0.528,0.987,0.633,0.977,0.914,0.825,0.28600000000000003,0.905,0.837,0.762,0.731,0.387,0.9632778957083419,4_BioPure Ag-30,Silver
49,0.891,0.944,0.918,0.925,0.838,0.08599999999999997,0.26,0.915,0.516,0.896,0.15900000000000003,0.624,0.363,0.812,0.771,0.028000000000000025,0.025000000000000022,0.8127986544722671,50_SES_SW,Carbon_nanotubes
50,0.247,0.33999999999999997,0.23199999999999998,0.041000000000000036,0.377,0.04800000000000004,0.03300000000000003,0.33299999999999996,0.04800000000000004,0.46499999999999997,0.07099999999999995,0.138,0.041000000000000036,0.19099999999999995,0.34199999999999997,0.02300000000000002,0.028000000000000025,0.14777789723726587,51_CBNPs,Other_CNMs
51,0.15700000000000003,0.908,0.33199999999999996,0.373,0.253,0.124,0.08099999999999996,0.627,0.346,0.34099999999999997,0.33399999999999996,0.819,0.05900000000000005,0.20299999999999996,0.21199999999999997,0.030000000000000027,0.03700000000000003,0.5933959092702474,52_GNF,Other_CNMs
52,0.124,0.138,0.346,0.623,0.16700000000000004,0.05800000000000005,0.03600000000000003,0.14200000000000002,0.249,0.357,0.06499999999999995,0.11399999999999999,0.20199999999999996,0.505,0.10299999999999998,0.09499999999999997,0.08199999999999996,0.08391356967405665,53_fullerene,Other_CNMs
53,0.277,0.264,0.361,0.65,0.648,0.09199999999999997,0.17100000000000004,0.514,0.15900000000000003,0.644,0.241,0.19999999999999996,0.21999999999999997,0.499,0.14200000000000002,0.09099999999999997,0.08799999999999997,0.7669424183733828,54_OH-GQDs,Other_CNMs
54,0.269,0.244,0.133,0.736,0.832,0.08699999999999997,0.16200000000000003,0.509,0.34099999999999997,0.355,0.06999999999999995,0.41500000000000004,0.051000000000000045,0.19999999999999996,0.119,0.03600000000000003,0.03700000000000003,0.36611241705760406,55_GO,Other_CNMs
55,0.14700000000000002,0.352,0.20799999999999996,0.894,0.851,0.10699999999999998,0.17400000000000004,0.761,0.37,0.614,0.23399999999999999,0.23399999999999999,0.21199999999999997,0.509,0.14300000000000002,0.050000000000000044,0.05900000000000005,0.41603479514250885,56_GONH2,Other_CNMs
56,0.07899999999999996,0.14200000000000002,0.30900000000000005,0.667,0.924,0.21499999999999997,0.20899999999999996,0.519,0.504,0.525,0.21999999999999997,0.134,0.33699999999999997,0.705,0.31699999999999995,0.10399999999999998,0.09399999999999997,0.39885095131580717,57_ND_NH2,Other_CNMs
57,0.08299999999999996,0.039000000000000035,0.09999999999999998,0.37,0.792,0.07199999999999995,0.06599999999999995,0.21399999999999997,0.06599999999999995,0.259,0.05900000000000005,0.137,0.09099999999999997,0.32799999999999996,0.08799999999999997,0.05500000000000005,0.05800000000000005,0.07242979362143905,58_ND_COOH,Other_CNMs
58,0.09599999999999997,0.03600000000000003,0.09799999999999998,0.368,0.787,0.05400000000000005,0.050000000000000044,0.21899999999999997,0.06999999999999995,0.25,0.05400000000000005,0.13,0.10099999999999998,0.29900000000000004,0.10499999999999998,0.05600000000000005,0.05900000000000005,0.06887332533028917,59_ND_PEG,Other_CNMs
4,0.07899999999999996,0.242,0.33899999999999997,0.956,0.943,0.511,0.991,0.621,0.978,0.866,0.824,0.29000000000000004,0.917,0.834,0.751,0.738,0.368,0.9697369293228641,5_BioPure Ag-60,Silver
59,0.62,0.953,0.976,0.995,0.99,0.776,0.989,0.948,0.985,0.984,0.981,0.611,0.983,0.983,0.941,0.914,0.779,0.9817559300242243,60_QD_NH2,Cadmium_based_QDs
60,0.608,0.949,0.979,0.994,0.993,0.767,0.992,0.918,0.989,0.983,0.994,0.622,0.987,0.988,0.937,0.913,0.76,0.9826158442058124,61_QD_COOH,Cadmium_based_QDs
61,0.62,0.934,0.979,0.994,0.991,0.783,0.991,0.923,0.993,0.984,0.99,0.618,0.973,0.982,0.935,0.912,0.766,0.9841750970593206,62_QD_PEG,Cadmium_based_QDs
62,0.36,0.482,0.968,0.989,0.989,0.669,0.983,0.978,0.983,0.985,0.986,0.479,0.958,0.976,0.947,0.636,0.353,0.9787178248972506,63_CuO,Copper
63,0.387,0.497,0.972,0.995,0.995,0.32699999999999996,0.982,0.962,0.987,0.977,0.984,0.487,0.957,0.968,0.821,0.64,0.33699999999999997,0.9785722864640726,64_CuO_NH2,Copper
64,0.387,0.514,0.972,0.998,0.992,0.34199999999999997,0.978,0.964,0.979,0.982,0.989,0.502,0.952,0.981,0.824,0.636,0.357,0.9789614092420649,65_CuO_COOH,Copper
65,0.19699999999999995,0.478,0.977,0.98,0.97,0.33199999999999996,0.983,0.952,0.961,0.966,0.966,0.271,0.962,0.973,0.827,0.346,0.351,0.9730544460488033,66_CuO_PEG,Copper
66,0.041000000000000036,0.019000000000000017,0.22799999999999998,0.929,0.893,0.028000000000000025,0.10599999999999998,0.05700000000000005,0.722,0.481,0.15000000000000002,0.242,0.655,0.37,0.04500000000000004,0.025000000000000022,0.02300000000000002,0.4048703443314936,67_Fe3O4,Iron_oxide
67,0.09099999999999997,0.08199999999999996,0.22899999999999998,0.896,0.961,0.030000000000000027,0.10499999999999998,0.06399999999999995,0.478,0.473,0.348,0.48,0.647,0.241,0.129,0.025000000000000022,0.026000000000000023,0.43180770550046244,68_Fe3O4@TiO,Iron_oxide
68,0.039000000000000035,0.02300000000000002,0.22499999999999998,0.687,0.766,0.03400000000000003,0.039000000000000035,0.06499999999999995,0.477,0.479,0.05500000000000005,0.261,0.348,0.243,0.04300000000000004,0.02300000000000002,0.02400000000000002,0.4554420856421476,69_Fe3O4,Iron_oxide
5,0.07199999999999995,0.23399999999999999,0.35,0.854,0.869,0.501,0.983,0.624,0.982,0.713,0.808,0.29200000000000004,0.921,0.831,0.747,0.734,0.386,0.952292981597635,6_BioPure Ag-100,Silver
69,0.06299999999999994,0.07599999999999996,0.139,0.902,0.763,0.03300000000000003,0.025000000000000022,0.07399999999999995,0.03600000000000003,0.36,0.128,0.382,0.06999999999999995,0.052000000000000046,0.08299999999999996,0.027000000000000024,0.027000000000000024,0.07903084513620362,70_M-MSNs,Silica
70,0.051000000000000045,0.08299999999999996,0.129,0.904,0.749,0.030000000000000027,0.020000000000000018,0.07899999999999996,0.04200000000000004,0.17300000000000004,0.10799999999999998,0.243,0.05700000000000005,0.06399999999999995,0.040000000000000036,0.02300000000000002,0.02300000000000002,0.07224487130275208,71_M-MSNs PEG,Silica
71,0.06000000000000005,0.08599999999999997,0.135,0.909,0.757,0.026000000000000023,0.030000000000000027,0.09099999999999997,0.04300000000000004,0.364,0.11199999999999999,0.24,0.06000000000000005,0.05700000000000005,0.04600000000000004,0.027000000000000024,0.027000000000000024,0.07592815851528865,72_M-MSNs DMPC,Silica
72,0.10299999999999998,0.06299999999999994,0.07699999999999996,0.391,0.276,0.017000000000000015,0.015000000000000013,0.05900000000000005,0.15400000000000003,0.10799999999999998,0.07099999999999995,0.261,0.128,0.039000000000000035,0.03200000000000003,0.017000000000000015,0.029000000000000026,0.019339923722814095,73_SiO2,Silica
73,0.10399999999999998,0.06499999999999995,0.07199999999999995,0.955,0.761,0.02200000000000002,0.016000000000000014,0.06399999999999995,0.376,0.268,0.07899999999999996,0.397,0.126,0.03700000000000003,0.03500000000000003,0.02400000000000002,0.027000000000000024,0.0570146488613105,74_USSN,Silica
74,0.265,0.06299999999999994,0.08599999999999997,0.611,0.641,0.02200000000000002,0.049000000000000044,0.08399999999999996,0.124,0.373,0.122,0.501,0.06000000000000005,0.03700000000000003,0.04400000000000004,0.06499999999999995,0.026000000000000023,0.022261726869543818,75_glass wool,Silica
75,0.269,0.07099999999999995,0.132,0.928,0.771,0.02100000000000002,0.018000000000000016,0.10799999999999998,0.38,0.26,0.07499999999999996,0.372,0.06899999999999995,0.06699999999999995,0.029000000000000026,0.027000000000000024,0.03200000000000003,0.08174844054823127,76_AS30,Silica
76,0.252,0.050000000000000044,0.133,0.943,0.909,0.02100000000000002,0.015000000000000013,0.049000000000000044,0.36,0.28700000000000003,0.07399999999999995,0.394,0.05800000000000005,0.06000000000000005,0.03200000000000003,0.028000000000000025,0.030000000000000027,0.08995341663289042,77_SM30,Silica
77,0.15100000000000002,0.06799999999999995,0.06599999999999995,0.912,0.89,0.019000000000000017,0.019000000000000017,0.05800000000000005,0.373,0.11399999999999999,0.08199999999999996,0.262,0.06499999999999995,0.051000000000000045,0.04800000000000004,0.025000000000000022,0.031000000000000028,0.053514259045121366,78_SiO2,Silica
78,0.353,0.11199999999999999,0.062000000000000055,0.942,0.889,0.018000000000000016,0.039000000000000035,0.05400000000000005,0.358,0.11299999999999999,0.08599999999999997,0.384,0.121,0.122,0.040000000000000036,0.029000000000000026,0.02300000000000002,0.07306803421066557,79_Silica,Silica
6,0.08099999999999996,0.09499999999999997,0.367,0.955,0.926,0.33999999999999997,0.989,0.634,0.982,0.872,0.746,0.402,0.921,0.834,0.632,0.735,0.379,0.9311917968042143,7_Ag,Silver
79,0.15400000000000003,0.061000000000000054,0.05900000000000005,0.98,0.834,0.020000000000000018,0.014000000000000012,0.050000000000000044,0.22799999999999998,0.27,0.06699999999999995,0.241,0.05800000000000005,0.05400000000000005,0.026000000000000023,0.02400000000000002,0.026000000000000023,0.0632865750004777,80_Stöber 50 a,Silica
80,0.15200000000000002,0.06000000000000005,0.06399999999999995,0.842,0.839,0.014000000000000012,0.02400000000000002,0.05800000000000005,0.09799999999999998,0.28600000000000003,0.08499999999999996,0.251,0.06399999999999995,0.07099999999999995,0.030000000000000027,0.029000000000000026,0.02300000000000002,0.05312747673271772,81_Stöber 500 a,Silica
81,0.17700000000000005,0.06000000000000005,0.061000000000000054,0.852,0.829,0.019000000000000017,0.02200000000000002,0.051000000000000045,0.08199999999999996,0.16800000000000004,0.08599999999999997,0.25,0.06499999999999995,0.062000000000000055,0.031000000000000028,0.017000000000000015,0.03500000000000003,0.046401720134341774,82_MSN500 a,Silica
82,0.10899999999999999,0.06000000000000005,0.039000000000000035,0.859,0.485,0.01100000000000001,0.017000000000000015,0.06000000000000005,0.05600000000000005,0.15100000000000002,0.05600000000000005,0.18799999999999994,0.04700000000000004,0.04200000000000004,0.018000000000000016,0.013000000000000012,0.019000000000000017,0.038202710044798374,83_MSN500-PEG,Silica
83,0.875,0.93,0.842,0.874,0.728,0.372,0.272,0.84,0.789,0.861,0.774,0.894,0.669,0.51,0.519,0.255,0.258,0.9860286553342779,84_cristobalite silica,Silica
84,0.871,0.931,0.837,0.985,0.959,0.375,0.257,0.887,0.77,0.849,0.765,0.915,0.647,0.504,0.543,0.25,0.258,0.9820824526809715,85_Silica,Silica
85,0.714,0.505,0.646,0.882,0.945,0.10599999999999998,0.10299999999999998,0.389,0.39,0.637,0.353,0.491,0.236,0.516,0.394,0.09499999999999997,0.10399999999999998,0.9325189062424967,86_AEROSIL® 200,Silica
86,0.029000000000000026,0.866,0.11199999999999999,0.897,0.388,0.265,0.362,0.811,0.263,0.274,0.10399999999999998,0.07699999999999996,0.34299999999999997,0.656,0.51,0.02400000000000002,0.017000000000000015,0.7597906231522201,87_TiO2,TiO2_particles
87,0.02300000000000002,0.893,0.132,0.894,0.829,0.17000000000000004,0.15500000000000003,0.884,0.376,0.611,0.16700000000000004,0.11099999999999999,0.22799999999999998,0.663,0.381,0.025000000000000022,0.027000000000000024,0.7585251075071138,88_TiO2_NH2,TiO2_particles
88,0.019000000000000017,0.829,0.132,0.778,0.511,0.05600000000000005,0.15600000000000003,0.609,0.35,0.397,0.11599999999999999,0.07299999999999995,0.23199999999999998,0.652,0.15500000000000003,0.016000000000000014,0.020000000000000018,0.6495796269751168,89_TiO2_COOH,TiO2_particles
7,0.07199999999999995,0.08799999999999997,0.21499999999999997,0.877,0.754,0.345,0.949,0.524,0.89,0.824,0.508,0.17800000000000005,0.863,0.649,0.487,0.505,0.358,0.9179178873697917,8_Ag NPs_cysteine,Silver
89,0.02100000000000002,0.831,0.131,0.718,0.512,0.05600000000000005,0.16600000000000004,0.625,0.364,0.20499999999999996,0.121,0.07599999999999996,0.244,0.65,0.16800000000000004,0.018000000000000016,0.018000000000000016,0.6616959365847351,90_TiO2_PEG,TiO2_particles
90,0.03300000000000003,0.848,0.121,0.792,0.391,0.05900000000000005,0.362,0.611,0.367,0.18999999999999995,0.10899999999999999,0.11699999999999999,0.22799999999999998,0.34099999999999997,0.17200000000000004,0.015000000000000013,0.02400000000000002,0.6371962838434242,91_raTiO2,TiO2_particles
91,0.030000000000000027,0.837,0.122,0.839,0.383,0.04600000000000004,0.358,0.626,0.36,0.16600000000000004,0.10499999999999998,0.10799999999999998,0.22999999999999998,0.33899999999999997,0.16600000000000004,0.01200000000000001,0.02200000000000002,0.66837517796336,92_aTiO28,TiO2_particles
92,0.041000000000000036,0.837,0.125,0.814,0.401,0.05400000000000005,0.364,0.615,0.369,0.17400000000000004,0.11099999999999999,0.10899999999999999,0.241,0.346,0.16500000000000004,0.02100000000000002,0.02300000000000002,0.7104905749278682,93_aTiO220,TiO2_particles
93,0.03200000000000003,0.606,0.11099999999999999,0.498,0.271,0.017000000000000015,0.358,0.623,0.15800000000000003,0.17000000000000004,0.03700000000000003,0.126,0.08699999999999997,0.32999999999999996,0.05900000000000005,0.018000000000000016,0.02300000000000002,0.526337933335994,94_aTiO2300,TiO2_particles
94,0.03600000000000003,0.745,0.126,0.8,0.511,0.09599999999999997,0.371,0.624,0.36,0.18400000000000005,0.122,0.11499999999999999,0.23199999999999998,0.359,0.16300000000000003,0.01100000000000001,0.02400000000000002,0.6234243460171096,95_E171,TiO2_particles
95,0.040000000000000036,0.889,0.125,0.861,0.629,0.08799999999999997,0.477,0.794,0.494,0.371,0.17800000000000005,0.17000000000000004,0.237,0.498,0.244,0.020000000000000018,0.02100000000000002,0.7807559427824823,96_TiO2NP10.5,TiO2_particles
96,0.031000000000000028,0.801,0.126,0.791,0.502,0.08699999999999997,0.37,0.704,0.495,0.267,0.11699999999999999,0.11299999999999999,0.22799999999999998,0.5,0.17000000000000004,0.013000000000000012,0.018000000000000016,0.6236194590175593,97_TiO2NP38,TiO2_particles
97,0.03600000000000003,0.811,0.132,0.801,0.525,0.09299999999999997,0.355,0.705,0.499,0.28,0.121,0.124,0.22999999999999998,0.763,0.16700000000000004,0.015000000000000013,0.019000000000000017,0.7059825117344612,98_TiO2NP10,TiO2_particles
98,0.03500000000000003,0.813,0.127,0.804,0.523,0.07399999999999995,0.359,0.712,0.5,0.276,0.122,0.118,0.23299999999999998,0.782,0.17600000000000005,0.018000000000000016,0.013000000000000012,0.7227630303190039,99_TiO2NP10+,TiO2_particles
8,0.025000000000000022,0.21799999999999997,0.359,0.971,0.957,0.502,0.984,0.636,0.95,0.869,0.834,0.129,0.77,0.832,0.754,0.499,0.393,0.9559046726327043,9_AgNPs,Silver
